"study","SID","CE_attitudes","IAF_autonomous","IAF_controlled","politics_party","vote_intention_register","vote_intention_vote","vote_motive_autonomous","vote_motive_controlled","behavior_voting","CE_checklist","already_voted","autonomous_identified","autonomous_integrated","autonomous_intrinsic","controlled_external","controlled_introjected"
"2022_general2","gotv_2022_prolific_between_s623",7,5,1,4,8,6,5.33333333333333,1,NA,NA,0,"6","5","5","1","1"
"2022_general2","gotv_2022_prolific_between_s624",6.375,5,1,1,8,7,6,1.5,NA,NA,0,"7","6","5","2","1"
"2022_general2","gotv_2022_prolific_between_s625",2.625,3.2,2,3,5,5,4,2,NA,NA,0,"6","5","1","2","2"
"2022_general2","gotv_2022_prolific_between_s626",6.125,4.2,1.4,NA,8,7,5,1,NA,NA,0,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s627",5.25,4,3.2,3,8,7,5.33333333333333,3,NA,NA,0,"5","6","5","1","5"
"2022_general2","gotv_2022_prolific_between_s628",6.875,5,1.4,6,8,7,6.33333333333333,2.5,NA,NA,0,"7","7","5","1","4"
"2022_general2","gotv_2022_prolific_between_s629",5.75,4.2,1,3,7,7,5.66666666666667,1,NA,NA,0,"7","6","4","1","1"
"2022_general2","gotv_2022_prolific_between_s630",5.5,4.4,1.8,4,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"2022_general2","gotv_2022_prolific_between_s631",5.75,4.6,1.2,2,8,7,4.33333333333333,1,NA,NA,1,"7","5","1","1","1"
"2022_general2","gotv_2022_prolific_between_s632",1.75,3.4,1,7,8,7,2.33333333333333,1,NA,NA,0,"5","1","1","1","1"
"2022_general2","gotv_2022_prolific_between_s633",5.875,4.4,1.4,1,8,7,6.66666666666667,1,NA,NA,0,"7","7","6","1","1"
"2022_general2","gotv_2022_prolific_between_s634",4.625,4.6,2.2,6,8,7,3.66666666666667,4,NA,NA,0,"7","3","1","1","7"
"2022_general2","gotv_2022_prolific_between_s635",7,4.8,1,1,8,7,6,1,NA,NA,1,"7","7","4","1","1"
"2022_general2","gotv_2022_prolific_between_s636",3.75,3.8,1.6,1,8,7,3.66666666666667,1.5,NA,NA,0,"5","5","1","1","2"
"2022_general2","gotv_2022_prolific_between_s637",4.5,4.4,2.2,1,8,5,2.33333333333333,4.5,NA,NA,0,"3","3","1","3","6"
"2022_general2","gotv_2022_prolific_between_s638",6.125,4.2,1.2,4,8,7,1.66666666666667,1,NA,NA,0,"3","1","1","1","1"
"2022_general2","gotv_2022_prolific_between_s639",5.5,5,3.2,1,8,7,7,4,NA,NA,1,"7","7","7","1","7"
"2022_general2","gotv_2022_prolific_between_s640",3.375,1.8,1.6,3,8,7,2,1,NA,NA,0,"2","3","1","1","1"
"2022_general2","gotv_2022_prolific_between_s641",5.625,4.2,2,3,8,7,4.66666666666667,3,NA,NA,1,"7","6","1","1","5"
"2022_general2","gotv_2022_prolific_between_s642",5.625,5,3.2,2,4,6,2.33333333333333,2.5,NA,NA,0,"5","1","1","4","1"
"2022_general2","gotv_2022_prolific_between_s643",1.375,5,1,7,8,7,3,2,NA,NA,0,"7","1","1","3","1"
"2022_general2","gotv_2022_prolific_between_s644",7,5,1.2,2,8,7,6,2,NA,NA,0,"6","7","5","1","3"
"2022_general2","gotv_2022_prolific_between_s645",1,2.8,1.2,5,8,4,1,1,NA,NA,0,"1","1","1","1","1"
"2022_general2","gotv_2022_prolific_between_s646",4.5,2.6,2,1,5,7,4.66666666666667,3.5,NA,NA,1,"7","6","1","1","6"
"2022_general2","gotv_2022_prolific_between_s647",5.75,4,3,1,8,5,4.33333333333333,4,NA,NA,0,"5","5","3","3","5"
"2022_general2","gotv_2022_prolific_between_s648",4.875,2.6,2.4,2,5,2,2.33333333333333,1,NA,NA,0,"5","1","1","1","1"
"2022_general2","gotv_2022_prolific_between_s649",5.5,4,1.8,2,6,6,5.33333333333333,2,NA,NA,0,"6","5","5","1","3"
"2022_general2","gotv_2022_prolific_between_s650",6.875,4,2,3,8,7,3.66666666666667,3,NA,NA,0,"7","3","1","1","5"
"2022_general2","gotv_2022_prolific_between_s651",7,5,2.4,1,8,7,6.66666666666667,3.5,NA,NA,1,"7","7","6","1","6"
"2022_general2","gotv_2022_prolific_between_s652",7,4.8,1.8,NA,8,7,4,3.5,NA,NA,0,"6","5","1","2","5"
"2022_general2","gotv_2022_prolific_between_s653",5.375,4,3.2,5,8,7,6,1.5,NA,NA,1,"7","7","4","1","2"
"2022_general2","gotv_2022_prolific_between_s654",5.25,3.8,3.8,1,8,7,6,3.5,NA,NA,1,"6","6","6","1","6"
"2022_general2","gotv_2022_prolific_between_s655",2.625,3.4,1.6,3,8,7,5,2,NA,NA,0,"7","3","5","1","3"
"2022_general2","gotv_2022_prolific_between_s656",4.75,4,1.2,4,8,7,3.33333333333333,1,NA,NA,1,"5","4","1","1","1"
"2022_general2","gotv_2022_prolific_between_s657",3.875,3,1.4,5,8,7,4,1,NA,NA,1,"5","6","1","1","1"
"2022_general2","gotv_2022_prolific_between_s658",5.625,4.6,1,1,8,7,5,4,NA,NA,1,"7","7","1","1","7"
"2022_general2","gotv_2022_prolific_between_s659",7,5,1,3,8,7,5,1,NA,NA,1,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s660",5.375,4.6,1.4,1,8,7,5,1.5,NA,NA,1,"7","7","1","1","2"
"2022_general2","gotv_2022_prolific_between_s661",3.875,2.6,3.4,1,8,7,4.33333333333333,3,NA,NA,1,"7","5","1","1","5"
"2022_general2","gotv_2022_prolific_between_s662",3.875,3.2,2.8,7,8,7,5.33333333333333,2,NA,NA,0,"7","4","5","3","1"
"2022_general2","gotv_2022_prolific_between_s663",6.625,5,2.8,3,8,7,5,2,NA,NA,0,"7","7","1","1","3"
"2022_general2","gotv_2022_prolific_between_s664",6.25,5,1,4,8,7,5,4,NA,NA,0,"7","7","1","1","7"
"2022_general2","gotv_2022_prolific_between_s665",5.75,4,2,3,8,7,6,4,NA,NA,1,"7","7","4","1","7"
"2022_general2","gotv_2022_prolific_between_s666",5.5,3.6,1.6,3,8,7,5,4.5,NA,NA,1,"7","6","2","2","7"
"2022_general2","gotv_2022_prolific_between_s667",2.875,4,1.6,5,2,2,1,1,NA,NA,0,"1","1","1","1","1"
"2022_general2","gotv_2022_prolific_between_s668",4.5,3.8,3,7,8,7,5.33333333333333,4.5,NA,NA,0,"7","5","4","4","5"
"2022_general2","gotv_2022_prolific_between_s669",4.75,3.2,2,4,5,5,3.33333333333333,2,NA,NA,0,"4","3","3","3","1"
"2022_general2","gotv_2022_prolific_between_s670",6.5,4.8,1.8,2,7,7,5.66666666666667,1,NA,NA,0,"7","7","3","1","1"
"2022_general2","gotv_2022_prolific_between_s671",6.625,3.4,2,1,8,7,4.33333333333333,1,NA,NA,1,"6","6","1","1","1"
"2022_general2","gotv_2022_prolific_between_s672",5,4.4,2,1,6,6,4,2,NA,NA,0,"5","5","2","1","3"
"2022_general2","gotv_2022_prolific_between_s673",4.5,4,1.2,6,7,6,3.66666666666667,4,NA,NA,0,"6","2","3","5","3"
"2022_general2","gotv_2022_prolific_between_s674",3.375,2.8,1.8,2,8,7,2.33333333333333,1.5,NA,NA,1,"3","3","1","1","2"
"2022_general2","gotv_2022_prolific_between_s675",5.375,4,3.2,7,8,7,5.66666666666667,5.5,NA,NA,0,"7","6","4","5","6"
"2022_general2","gotv_2022_prolific_between_s676",6.25,4.8,2.6,7,8,7,6,5.5,NA,NA,1,"7","7","4","5","6"
"2022_general2","gotv_2022_prolific_between_s677",5.125,4.2,2.4,1,6,6,4.66666666666667,3.5,NA,NA,0,"6","7","1","1","6"
"2022_general2","gotv_2022_prolific_between_s678",4.375,3,1.4,3,8,7,4.66666666666667,1,NA,NA,1,"7","6","1","1","1"
"2022_general2","gotv_2022_prolific_between_s679",4,5,1.4,NA,8,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"2022_general2","gotv_2022_prolific_between_s680",4.125,2.6,1,4,8,3,3.66666666666667,1,NA,NA,0,"5","5","1","1","1"
"2022_general2","gotv_2022_prolific_between_s681",4.625,3.4,2,4,8,7,4.66666666666667,2,NA,NA,0,"6","6","2","1","3"
"2022_general2","gotv_2022_prolific_between_s682",3.75,3,1.6,2,8,7,4,2.5,NA,NA,1,"6","5","1","1","4"
"2022_general2","gotv_2022_prolific_between_s683",7,4.4,2,3,8,5,7,3.5,NA,NA,0,"7","7","7","2","5"
"2022_general2","gotv_2022_prolific_between_s684",4.625,1.4,1.8,4,5,5,4.33333333333333,1,NA,NA,0,"5","5","3","1","1"
"2022_general2","gotv_2022_prolific_between_s685",3.75,3.4,3.6,2,8,6,5.66666666666667,2,NA,NA,0,"7","6","4","1","3"
"2022_general2","gotv_2022_prolific_between_s686",4.375,4,3,6,6,5,5.33333333333333,3.5,NA,NA,0,"6","5","5","4","3"
"2022_general2","gotv_2022_prolific_between_s687",4.625,5,2.4,NA,8,7,5,4,NA,NA,1,"7","7","1","1","7"
"2022_general2","gotv_2022_prolific_between_s688",6,3.4,2,4,8,7,4.66666666666667,1,NA,NA,0,"7","6","1","1","1"
"2022_general2","gotv_2022_prolific_between_s689",5.875,5,1.2,2,8,7,5,1,NA,NA,1,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s690",6.75,4.2,4.4,1,7,7,6.33333333333333,6.5,NA,NA,0,"6","6","7","6","7"
"2022_general2","gotv_2022_prolific_between_s691",4.125,1.6,1.2,4,5,5,2.33333333333333,1,NA,NA,0,"3","3","1","1","1"
"2022_general2","gotv_2022_prolific_between_s692",5.25,4.8,1.4,1,8,7,5,2,NA,NA,0,"7","7","1","1","3"
"2022_general2","gotv_2022_prolific_between_s693",4.375,3,3,5,4,5,4,2.5,NA,NA,0,"3","4","5","3","2"
"2022_general2","gotv_2022_prolific_between_s694",3.875,4.8,1.6,5,8,7,3.33333333333333,1,NA,NA,0,"6","3","1","1","1"
"2022_general2","gotv_2022_prolific_between_s695",4.375,5,2.2,1,8,7,6.66666666666667,4,NA,NA,1,"7","7","6","2","6"
"2022_general2","gotv_2022_prolific_between_s696",5.625,4.2,2,3,8,7,5,2,NA,NA,0,"7","6","2","1","3"
"2022_general2","gotv_2022_prolific_between_s697",6.625,4.6,4,6,7,7,6,5,NA,NA,0,"6","7","5","4","6"
"2022_general2","gotv_2022_prolific_between_s698",4.125,4,3,6,8,7,3.66666666666667,1.5,NA,NA,1,"6","4","1","1","2"
"2022_general2","gotv_2022_prolific_between_s699",4.875,4.2,2.8,3,8,7,4.33333333333333,1.5,NA,NA,0,"7","5","1","1","2"
"2022_general2","gotv_2022_prolific_between_s700",4,2.8,2.8,2,3,4,4,4,NA,NA,0,"5","3","4","4","4"
"2022_general2","gotv_2022_prolific_between_s701",5.75,4,2,4,6,6,6.66666666666667,3,NA,NA,0,"6","7","7","4","2"
"2022_general2","gotv_2022_prolific_between_s702",4.5,3.4,2.4,1,8,7,3.66666666666667,1.5,NA,NA,0,"6","3","2","1","2"
"2022_general2","gotv_2022_prolific_between_s703",5,3.8,1,5,8,7,5,1,NA,NA,1,"7","7","1","1","1"
"2022_general2","gotv_2022_prolific_between_s704",6,4,2.8,1,8,7,5.66666666666667,2,NA,NA,0,"7","7","3","1","3"
"2022_general2","gotv_2022_prolific_between_s705",4.75,3.2,1,1,8,7,4,1,NA,NA,0,"7","4","1","1","1"
"2022_general2","gotv_2022_prolific_between_s706",4.375,3.8,1.8,NA,8,7,1.66666666666667,5,NA,NA,1,"1","1","3","6","4"
"2022_general2","gotv_2022_prolific_between_s707",4.5,3.2,1.4,2,5,5,3,1,NA,NA,0,"5","3","1","1","1"
"2022_general2","gotv_2022_prolific_between_s708",6.5,4.2,1.4,1,7,7,6,1,NA,NA,0,"7","6","5","1","1"
"2022_student1","gotv_2022_sona_within_s001",7,4.2,1.4,2,8,7,NA,NA,0,8,1,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s002",5.625,3.4,3,4,8,6,NA,NA,1,6,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s003",4,3,2.4,2,8,7,NA,NA,0,1,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s004",3,3.2,2,6,8,6,NA,NA,0,1,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s005",6,4,2.4,1,8,7,NA,NA,1,6,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s006",5.75,4,2.8,3,5,5,NA,NA,1,4,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s007",4.75,4.4,3.2,6,8,7,NA,NA,1,5,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s008",3.875,3.8,3.2,6,8,7,NA,NA,1,0,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s009",6.25,4,3,2,7,6,NA,NA,1,7,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s010",7,4,3,2,8,7,NA,NA,1,6,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s011",4.25,4.2,4.4,2,5,5,NA,NA,1,6,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s012",4.375,3.2,4.2,3,8,7,NA,NA,1,3,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s013",6.125,4,1.6,NA,8,7,NA,NA,1,8,1,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s014",5.875,3.6,1.6,2,8,7,NA,NA,1,7,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s015",5.75,4,2.6,4,7,7,NA,NA,1,5,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s016",4.875,3,1.8,3,6,6,NA,NA,0,5,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s017",6.75,3.8,4.6,5,7,7,7,7,1,6,0,"7","7","7","7","7"
"2022_student1","gotv_2022_sona_within_s018",4.625,4.2,2.6,1,8,7,NA,NA,1,3,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s019",5.375,3.8,2.6,1,8,6,NA,NA,1,5,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s020",6.75,3.4,3,1,7,5,NA,NA,0,5,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s021",4,3,3,NA,5,5,NA,NA,1,0,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s022",5.25,4,2,2,8,6,3.33333333333333,2.5,1,3,0,"5","4","1","2","3"
"2022_student1","gotv_2022_sona_within_s023",5,4,3.6,2,7,7,4,3.5,0,4,0,"5","6","1","5","2"
"2022_student1","gotv_2022_sona_within_s024",5,2.6,1.6,2,4,4,3,4,0,6,0,"3","4","2","5","3"
"2022_student1","gotv_2022_sona_within_s025",6.125,4.2,1.6,1,8,7,5,2,1,8,0,"7","7","1","1","3"
"2022_student1","gotv_2022_sona_within_s026",5.75,3.4,3,6,8,5,4,4,0,5,0,"6","3","3","2","6"
"2022_student1","gotv_2022_sona_within_s027",5.375,4,3.8,4,3,2,4.66666666666667,4,0,5,0,"5","5","4","4","4"
"2022_student1","gotv_2022_sona_within_s028",6.625,4,2.6,1,8,7,NA,NA,1,7,1,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s029",6,2.8,1.6,4,8,7,5.33333333333333,4,1,3,1,"7","7","2","1","7"
"2022_student1","gotv_2022_sona_within_s030",3.125,3,3,4,5,5,3,3,1,0,0,"3","3","3","3","3"
"2022_student1","gotv_2022_sona_within_s031",6.75,4.6,1.2,7,8,7,4.66666666666667,1,1,4,0,"7","4","3","1","1"
"2022_student1","gotv_2022_sona_within_s032",6.125,4.8,2.4,1,8,5,3,2,0,5,0,"4","3","2","1","3"
"2022_student1","gotv_2022_sona_within_s033",5.75,3.2,3.8,3,6,5,3,4,0,3,0,"4","3","2","4","4"
"2022_student1","gotv_2022_sona_within_s034",3.25,3.8,2.8,2,8,5,4,1.5,1,5,0,"6","5","1","1","2"
"2022_student1","gotv_2022_sona_within_s035",4.75,3.2,3.2,NA,2,2,2.66666666666667,3.5,0,1,0,"4","2","2","2","5"
"2022_student1","gotv_2022_sona_within_s036",6.875,2.8,2.2,6,6,6,4.33333333333333,1.5,0,2,0,"5","5","3","1","2"
"2022_student1","gotv_2022_sona_within_s037",4.75,4,1.2,3,3,3,2,1,0,6,0,"3","2","1","1","1"
"2022_student1","gotv_2022_sona_within_s038",7,4,2.4,2,8,7,5,4,1,13,0,"7","6","2","2","6"
"2022_student1","gotv_2022_sona_within_s039",5.5,3.4,2.6,2,7,7,3.66666666666667,4.5,1,7,0,"5","4","2","4","5"
"2022_student1","gotv_2022_sona_within_s040",5,4,4,6,3,3,4.33333333333333,3,1,0,0,"6","5","2","2","4"
"2022_student1","gotv_2022_sona_within_s041",5.375,3.4,2.2,4,8,7,3.66666666666667,3,1,6,0,"5","5","1","3","3"
"2022_student1","gotv_2022_sona_within_s042",6.5,3,3.6,3,8,7,NA,NA,1,8,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s043",4.625,2.4,3.2,2,6,5,2.33333333333333,3.5,0,6,0,"3","3","1","3","4"
"2022_student1","gotv_2022_sona_within_s044",6.375,3.4,1.8,7,8,6,5,1,0,3,0,"5","5","5","1","1"
"2022_student1","gotv_2022_sona_within_s045",5.75,3.2,3.6,1,8,7,5,3.5,1,4,1,"6","6","3","1","6"
"2022_student1","gotv_2022_sona_within_s046",5,3.8,2.2,4,8,6,3.66666666666667,3,1,4,0,"5","4","2","5","1"
"2022_student1","gotv_2022_sona_within_s047",4.75,3.8,2.2,2,6,6,3.33333333333333,1,0,7,0,"6","3","1","1","1"
"2022_student1","gotv_2022_sona_within_s048",4.875,4.4,4.2,NA,4,4,NA,NA,0,13,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s049",7,3.6,2.8,3,8,7,3,2,1,3,1,"5","3","1","1","3"
"2022_student1","gotv_2022_sona_within_s050",5.875,3.4,4.2,1,8,7,4.33333333333333,3.5,1,9,0,"7","4","2","1","6"
"2022_student1","gotv_2022_sona_within_s051",5.875,2.8,3.4,2,8,7,3.33333333333333,4.5,1,3,0,"5","3","2","2","7"
"2022_student1","gotv_2022_sona_within_s052",6.625,3,1.4,7,8,7,5.66666666666667,1.5,1,8,0,"7","7","3","1","2"
"2022_student1","gotv_2022_sona_within_s053",6,3.6,3.2,1,8,6,3.66666666666667,2,1,6,0,"5","5","1","1","3"
"2022_student1","gotv_2022_sona_within_s054",5.375,3.8,4,1,8,4,4.66666666666667,2.5,0,6,0,"6","6","2","1","4"
"2022_student1","gotv_2022_sona_within_s055",6.625,5,1.8,1,8,5,6.33333333333333,3.5,0,6,0,"7","7","5","1","6"
"2022_student1","gotv_2022_sona_within_s056",5.375,3.6,2,NA,5,5,4,1,0,4,0,"5","5","2","1","1"
"2022_student1","gotv_2022_sona_within_s057",5.5,4.4,3.2,3,8,7,4.33333333333333,1,1,7,1,"7","5","1","1","1"
"2022_student1","gotv_2022_sona_within_s058",3,3,3,1,5,4,3,3,0,2,0,"3","3","3","3","3"
"2022_student1","gotv_2022_sona_within_s059",6.375,4.2,3,3,7,7,4,2,1,6,0,"6","5","1","1","3"
"2022_student1","gotv_2022_sona_within_s060",2.625,4,2.8,NA,8,6,4,3,0,0,0,"6","3","3","3","3"
"2022_student1","gotv_2022_sona_within_s061",4.75,4,4.2,1,8,7,5.66666666666667,3.5,1,8,1,"7","6","4","2","5"
"2022_student1","gotv_2022_sona_within_s062",6.75,4.6,2,1,8,7,5,2.5,1,12,0,"7","7","1","1","4"
"2022_student1","gotv_2022_sona_within_s063",6,4,4,2,8,7,5,3.5,1,5,0,"7","7","1","1","6"
"2022_student1","gotv_2022_sona_within_s064",6.125,2.6,3.4,1,8,7,5,4.5,1,5,0,"7","6","2","2","7"
"2022_student1","gotv_2022_sona_within_s065",6.5,4,4,4,4,3,3,1,0,3,0,"4","4","1","1","1"
"2022_student1","gotv_2022_sona_within_s066",6.25,4,2.4,1,8,7,5.33333333333333,3.5,1,4,0,"7","7","2","1","6"
"2022_student1","gotv_2022_sona_within_s067",5.625,3.8,2.8,1,7,7,5,4.5,0,5,0,"7","7","1","3","6"
"2022_student1","gotv_2022_sona_within_s068",5.875,4.2,3.6,1,8,7,4,2,1,9,0,"5","6","1","1","3"
"2022_student1","gotv_2022_sona_within_s069",5.25,4,1.6,1,8,7,4.33333333333333,1.5,1,3,0,"5","6","2","1","2"
"2022_student1","gotv_2022_sona_within_s070",7,4,3.4,1,8,7,7,2,1,9,1,"7","7","7","1","3"
"2022_student1","gotv_2022_sona_within_s071",6,3,3.6,3,8,5,3.66666666666667,3.5,0,8,0,"5","5","1","2","5"
"2022_student1","gotv_2022_sona_within_s072",5.875,4.6,1.6,1,8,7,5,1,1,13,1,"7","7","1","1","1"
"2022_student1","gotv_2022_sona_within_s073",4.875,2.8,3,1,8,7,3,4.5,1,5,0,"5","3","1","2","7"
"2022_student1","gotv_2022_sona_within_s074",7,3.8,1.8,2,8,7,4.66666666666667,2,1,8,0,"7","6","1","1","3"
"2022_student1","gotv_2022_sona_within_s075",6.875,4.8,3.8,2,7,6,4,2,1,3,0,"5","5","2","1","3"
"2022_student1","gotv_2022_sona_within_s076",6.5,5,2.6,2,8,7,6.33333333333333,2,1,9,0,"7","7","5","1","3"
"2022_student1","gotv_2022_sona_within_s077",5,3.8,2.6,1,8,7,4.33333333333333,2.5,1,10,0,"6","5","2","2","3"
"2022_student1","gotv_2022_sona_within_s078",5.375,3.8,1.4,2,3,3,4.33333333333333,4,0,10,0,"6","6","1","3","5"
"2022_student1","gotv_2022_sona_within_s079",4.625,3.8,1.2,1,8,7,3.66666666666667,1,1,5,0,"5","5","1","1","1"
"2022_student1","gotv_2022_sona_within_s080",4.875,3.2,2.8,2,8,6,3.33333333333333,1.5,0,7,0,"3","5","2","1","2"
"2022_student1","gotv_2022_sona_within_s081",5.375,3.6,1.8,NA,8,7,3.33333333333333,2,1,3,0,"5","4","1","1","3"
"2022_student1","gotv_2022_sona_within_s082",4.625,3.2,2,3,7,7,5,2,0,6,0,"7","3","5","2","2"
"2022_student1","gotv_2022_sona_within_s083",5.5,3.8,2.6,1,8,7,4,2,1,4,0,"5","5","2","1","3"
"2022_student1","gotv_2022_sona_within_s084",5.875,5,4.6,2,4,4,3,3,0,5,0,"5","3","1","3","3"
"2022_student1","gotv_2022_sona_within_s085",6.75,3.8,2.4,2,8,7,5.66666666666667,1,1,7,1,"7","7","3","1","1"
"2022_student1","gotv_2022_sona_within_s086",4.5,3.6,2.6,5,1,1,NA,NA,0,3,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s087",5.625,4,2.6,4,4,4,3,2.5,0,1,0,"5","2","2","4","1"
"2022_student1","gotv_2022_sona_within_s088",4.75,4,3.4,3,8,7,5,3.5,1,1,0,"7","6","2","2","5"
"2022_student1","gotv_2022_sona_within_s089",7,4.2,1.2,2,7,7,3.33333333333333,2,1,8,0,"2","7","1","1","3"
"2022_student1","gotv_2022_sona_within_s090",5.5,3.8,2.8,2,8,7,4,2.5,1,4,0,"5","5","2","1","4"
"2022_student1","gotv_2022_sona_within_s091",7,4.2,1.8,3,8,7,5,4,1,4,0,"7","7","1","1","7"
"2022_student1","gotv_2022_sona_within_s092",7,4.2,2.4,1,8,7,6.66666666666667,1.5,1,7,1,"7","7","6","1","2"
"2022_student1","gotv_2022_sona_within_s093",5.5,3.2,3,3,8,6,5.33333333333333,2,1,7,0,"6","7","3","1","3"
"2022_student1","gotv_2022_sona_within_s094",6.25,3.4,4,1,8,6,4.33333333333333,5,1,9,0,"6","6","1","5","5"
"2022_student1","gotv_2022_sona_within_s095",6,3.4,3.2,3,7,6,4.66666666666667,2,0,7,0,"5","5","4","2","2"
"2022_student1","gotv_2022_sona_within_s096",5.125,4,3.6,2,6,3,3.66666666666667,2.5,0,4,0,"6","4","1","1","4"
"2022_student1","gotv_2022_sona_within_s097",6.75,4,2.4,5,8,7,4,3,0,2,0,"6","5","1","1","5"
"2022_student1","gotv_2022_sona_within_s098",7,4.4,3,1,8,7,5.33333333333333,1.5,1,7,0,"7","7","2","1","2"
"2022_student1","gotv_2022_sona_within_s099",3.5,3.2,3.4,2,3,3,3,4.5,0,1,0,"5","2","2","4","5"
"2022_student1","gotv_2022_sona_within_s100",4,3,3,NA,5,5,3,3,0,0,0,"3","3","3","3","3"
"2022_student1","gotv_2022_sona_within_s101",6.875,4.4,1.6,2,8,7,4.66666666666667,2.5,1,5,1,"6","6","2","2","3"
"2022_student1","gotv_2022_sona_within_s102",6.375,2.6,1.4,1,8,5,5,2,0,6,0,"6","6","3","1","3"
"2022_student1","gotv_2022_sona_within_s103",6.875,5,1.6,NA,5,5,5.33333333333333,1,0,9,0,"4","6","6","1","1"
"2022_student1","gotv_2022_sona_within_s104",5.875,3.2,2.8,3,8,6,4.33333333333333,4,0,4,0,"6","5","2","2","6"
"2022_student1","gotv_2022_sona_within_s105",5.875,3.2,2.2,3,8,4,4,3,0,3,0,"4","5","3","1","5"
"2022_student1","gotv_2022_sona_within_s106",6,4,4,6,7,7,1,1,0,10,0,"1","1","1","1","1"
"2022_student1","gotv_2022_sona_within_s107",5.875,4.4,2,2,8,7,4,3.5,1,5,0,"7","3","2","1","6"
"2022_student1","gotv_2022_sona_within_s108",6.25,3,1.2,1,8,7,5.66666666666667,2.5,1,4,1,"7","7","3","1","4"
"2022_student1","gotv_2022_sona_within_s109",5.625,3.2,4.2,2,4,4,3.66666666666667,1.5,0,5,0,"5","5","1","1","2"
"2022_student1","gotv_2022_sona_within_s110",6.125,4.4,2,3,8,7,5,2,1,7,0,"7","4","4","1","3"
"2022_student1","gotv_2022_sona_within_s111",7,3.4,2.6,3,8,7,5.66666666666667,4,1,8,0,"7","6","4","3","5"
"2022_student1","gotv_2022_sona_within_s112",4,3.4,3.8,5,7,7,NA,NA,NA,5,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s113",4.5,3.6,3,1,8,7,NA,NA,NA,5,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s114",6.75,3,2,2,8,7,NA,NA,NA,11,1,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s115",5.25,3.2,1.6,4,8,7,NA,NA,NA,4,0,NA,NA,NA,NA,NA
"2022_student1","gotv_2022_sona_within_s116",4.875,3.8,3,1,8,7,4,3,NA,9,0,"6","5","1","1","5"
"2022_student1","gotv_2022_sona_within_s117",5.5,3.6,2.8,1,8,7,3,1,NA,5,0,"3","3","3","1","1"
"2022_student1","gotv_2022_sona_within_s118",2,3.8,2.2,1,8,7,4.33333333333333,1.5,NA,4,0,"6","6","1","1","2"
"2022_student1","gotv_2022_sona_within_s119",7,5,5,7,7,7,3.66666666666667,2,NA,10,0,"5","5","1","1","3"
"2022_student1","gotv_2022_sona_within_s120",7,4,3.2,NA,6,6,3.66666666666667,2.5,NA,8,0,"5","5","1","2","3"
"2022_student1","gotv_2022_sona_within_s121",5.75,3.2,1,7,8,7,3.33333333333333,1.5,NA,6,0,"6","3","1","1","2"
"2022_student1","gotv_2022_sona_within_s122",6,4.4,2.2,1,7,7,4.66666666666667,2,NA,8,0,"7","6","1","1","3"
"2022_student1","gotv_2022_sona_within_s123",4.5,3.4,2.2,2,6,6,3.66666666666667,2,NA,6,0,"7","3","1","1","3"
"2022_student1","gotv_2022_sona_within_s124",6.125,2.4,2.6,1,7,7,5,1,NA,10,0,"7","7","1","1","1"
"2022_student1","gotv_2022_sona_within_s125",4,2.4,2.2,6,4,4,2.66666666666667,3,NA,2,0,"3","3","2","3","3"
